Green, Al	0	Civil rights and liberties, minority issues|Commemorative events and holidays|Congressional tributes|Racial and ethnic relations
Lee, Barbara	0	Congressional tributes|Foreign aid and international relief|HIV/AIDS|Health promotion and preventive care|Human rights|International affairs|World health
Lungren, Daniel E.	0	Congress|Government information and archives|House of Representatives|Members of Congress
Murphy, Tim	0	Athletes|Congress|Congressional tributes|Professional sports|U.S. Capitol
Perlmutter, Ed	0	Colorado|Congressional tributes|Crime and law enforcement|Crime victims|Federal officials|First responders and emergency personnel|State and local government operations|Violent crime
Crowley, Joseph	0	Asia|Burma|Congress|Congressional tributes|Human rights|Political movements and philosophies|U.S. Capitol
Maloney, Carolyn B.	0	Census and government statistics|Department of Commerce|Government operations and politics
Rohrabacher, Dana	0	Asia|Azerbaijan|International affairs|Iran|Middle East|Racial and ethnic relations|Sovereignty, recognition, national governance and status
Bachus, Spencer	0	Alabama|Armed forces and national security|Commemorative events and holidays|Congressional tributes|Veterans' organizations and recognition
Fitzpatrick, Michael G.	0	Commemorative events and holidays|Diplomacy, foreign officials, Americans abroad|International affairs|International organizations and cooperation|Iran|Israel|Middle East|Religion|United Nations
Quayle, Benjamin	0	Appropriations|Budget deficits and national debt|Economics and public finance|Executive agency funding and structure|Government employee pay, benefits, personnel management|Members of Congress
Buerkle, Ann Marie	0	Africa|Bank accounts, deposits, capital|Chad|Congo|Congressional oversight|Criminal investigation, prosecution, interrogation|Diplomacy, foreign officials, Americans abroad|Europe|Evidence and witnesses|Foreign and international banking|International affairs|Libya|Mauritania|Middle East|Niger|Sanctions|Scotland|Terrorism|Travel and tourism|United Kingdom
Speier, Jackie	0	Child care and development|Child health|Health|Mental health|Sex, gender, sexual orientation discrimination
McKinley, David B.	0	Climate change and greenhouse gases|Coal|Electric power generation and transmission|Energy prices|Motor fuels|Oil and gas|Sales and excise taxes|Taxation|User charges and fees
Wittman, Robert J.	0	Armed forces and national security|Asia|Aviation and airports|Conflicts and wars|Congressional tributes|Department of Defense|Military facilities and property|Military personnel and dependents|Veterans' organizations and recognition|Vietnam
Pompeo, Mike	0	Climate change and greenhouse gases|Energy prices|Oil and gas|Sales and excise taxes|Taxation|User charges and fees
Ros-Lehtinen, Ileana	0	Arms control and nonproliferation|Asia|International affairs|International organizations and cooperation|Military assistance, sales, and agreements|Military procurement, research, weapons development|North Korea|Sanctions|Trade restrictions|United Nations
Boehner, John A.	0	Congress|Congressional operations and organization|House of Representatives|Senate
Ros-Lehtinen, Ileana	0	Congress|Legislative rules and procedure
Christensen, Donna M.	0	Climate change and greenhouse gases|Ecology|Historical and cultural resources|Marine and coastal resources, fisheries|Outdoor recreation|Public lands and natural resources|Wilderness and natural areas, wildlife refuges, wild rivers, habitats|Wildlife conservation and habitat protection
Hoyer, Steny H.	0	Congress|Games and hobbies|Outdoor recreation|U.S. Capitol
Woodall, Rob	0	Congress|Congressional operations and organization
Filner, Bob	0	Asia|Conflicts and wars|International affairs|International organizations and cooperation|Military facilities and property|Military history|Philippines|Wyoming
Green, Al	0	Civil rights and liberties, minority issues|Commemorative events and holidays|Congressional tributes|Racial and ethnic relations
Issa, Darrell E.	0	Congressional Budget Office (CBO)|Congressional Research Service (CRS)|Congressional agencies|Congressional operations and organization|Cultural exchanges and relations|Europe|European Union|Government Accountability Office (GAO)|Government studies and investigations|International affairs|International organizations and cooperation
Miller, Jeff	0	Congress|Congressional tributes|Military history|U.S. Capitol|Veterans' organizations and recognition
Conaway, K. Michael	0	Broadcasting, cable, digital technologies|Music|Science, technology, communications|Sound recording|Tax administration and collection, taxpayers|Telecommunication rates and fees|User charges and fees
Poe, Ted	0	Congress|Congressional tributes|Military history|U.S. Capitol|Veterans' organizations and recognition
Capito, Shelley Moore	0	Congress|Congressional tributes|Military history|U.S. Capitol|Veterans' organizations and recognition
McMorris Rodgers, Cathy	0	Armed forces and national security|Congressional tributes|Military history|Military personnel and dependents|Women's employment
Hartzler, Vicky	0	Civil actions and liability|Congressional-executive branch relations|Constitution and constitutional amendments|Law|Marriage and family status|Presidential administrations|Sex, gender, sexual orientation discrimination
Lee, Barbara	0	Commemorative events and holidays|Congress|House of Representatives|Members of Congress|New York State|Postal service|Racial and ethnic relations
Upton, Fred	0	Art, artists, authorship|Commemorative events and holidays|Congress|Congressional tributes|House of Representatives|Members of Congress|Michigan|Presidential administrations|U.S. Capitol
Kucinich, Dennis J.	0	Afghanistan|Armed forces and national security|Asia|Congressional oversight|Military operations and strategy|War and emergency powers
Poe, Ted	0	Border security and unlawful immigration|Civil actions and liability|Government liability|Immigration|Intergovernmental relations|Law enforcement administration and funding|State and local government operations
Blackburn, Marsha	0	Congress|Congressional oversight|Federal officials|Presidents and presidential powers
Woodall, Rob	0	Congress|Congressional operations and organization
Paul, Ron	0	Africa|Armed forces and national security|Congressional oversight|Libya|Middle East|Military operations and strategy|Presidents and presidential powers|War and emergency powers
Rooney, Thomas J.	0	Africa|Congressional oversight|International affairs|Libya|Middle East|Military operations and strategy|Presidents and presidential powers|War and emergency powers
Cantor, Eric	0	Commemorative events and holidays|Congress|Crime victims|Religion|U.S. Capitol|War crimes, genocide, crimes against humanity
Ryan, Paul	0	Budget deficits and national debt|Budget process|Comprehensive health care|Defense spending|Economics and public finance|Education programs funding|Elementary and secondary education|Executive agency funding and structure|General taxation matters|Government employee pay, benefits, personnel management|Government trust funds|Health care costs and insurance|Health care coverage and access|Income tax rates|Legislative rules and procedure|Medicare|Separation, divorce, custody, support|Social security and elderly assistance|Terrorism|Trade agreements and negotiations|Transfer and inheritance taxes
Alexander, Rodney	0	Congress|Health care costs and insurance|Health care coverage and access
Black, Diane	0	Appropriations|Congress|Family planning and birth control|Health facilities and institutions|Health programs administration and funding|Women's health
Garrett, Scott	0	Appropriations|Budget deficits and national debt|Budget process|Comprehensive health care|Economic performance and conditions|Economics and public finance|General taxation matters|Government employee pay, benefits, personnel management|Health care costs and insurance|Health care coverage and access|House of Representatives|Income tax rates|Intergovernmental relations|Legislative rules and procedure|Poverty and welfare assistance|State and local finance
Aderholt, Robert B.	0	Arts, culture, religion|Books and print media|Commemorative events and holidays|Religion
Andrews, Robert E.	0	Asia|China|International affairs|Military assistance, sales, and agreements|Military operations and strategy|Taiwan
Kaptur, Marcy	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Law|Supreme Court
Engel, Eliot L.	0	Assault and harassment offenses|Commemorative events and holidays|Education|Elementary and secondary education|Higher education|Sex, gender, sexual orientation discrimination|State and local government operations|Teaching, teachers, curricula
Long, Billy	0	Commemorative events and holidays|Commerce|Retail and wholesale trades
Issa, Darrell E.	0	Advanced technology and technological innovations|Commerce|Intellectual property|Telephone and wireless communication
Scott, Tim	0	Congress|Congressional operations and organization
King, Peter T.	0	Accidents|Aviation and airports|Diplomacy, foreign officials, Americans abroad|Europe|Government studies and investigations|International affairs|International organizations and cooperation|Poland|Russia
Miller, Jeff	0	Afghanistan|Armed forces and national security|Asia|Conflicts and wars|Congressional tributes|Iraq|Middle East|Military operations and strategy|Veterans' organizations and recognition
Denham, Jeff	0	Commemorative events and holidays|Congress|Law enforcement officers|U.S. Capitol
Denham, Jeff	0	Congress|Disability and paralysis|Olympic games|Outdoor recreation|U.S. Capitol
Dingell, John D.	0	Armed forces and national security|Congressional tributes|Michigan|Military facilities and property|Small towns
Payne, Donald M.	0	Africa|Child health|Commemorative events and holidays|Congressional tributes|Foreign aid and international relief|HIV/AIDS|Health programs administration and funding|Health promotion and preventive care|Infectious and parasitic diseases|International affairs|Public-private cooperation|Women's health|World health
Wilson, Joe	0	Diplomacy, foreign officials, Americans abroad|Government buildings, facilities, and property|Human rights|International affairs|Israel|Middle East|Racial and ethnic relations|Religion|Sovereignty, recognition, national governance and status
Sessions, Pete	0	Congress|Congressional operations and organization|House of Representatives
Kucinich, Dennis J.	0	Africa|Congressional oversight|International affairs|Libya|Middle East|Military operations and strategy|War and emergency powers
King, Peter T.	0	Athletes|Congressional tributes|Crime and law enforcement|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Presidents and presidential powers|Professional sports|Racial and ethnic relations|U.S. history
Garrett, Scott	0	Africa|Conflicts and wars|Congressional oversight|International affairs|Libya|Middle East|Military operations and strategy|War and emergency powers
Payne, Donald M.	0	Diplomacy, foreign officials, Americans abroad|Europe|Greece|Historical and cultural resources|International affairs|United Kingdom
McMorris Rodgers, Cathy	0	Budget deficits and national debt|European Union|Financial crises and stabilization|Foreign loans and debt|Foreign trade and international finance|Multilateral development programs
Flores, Bill	0	Appropriations|Armed forces and national security|Budget deficits and national debt|Defense spending|Department of Defense|Executive agency funding and structure|Government employee pay, benefits, personnel management|Members of Congress|Military personnel and dependents|Presidents and presidential powers|Wages and earnings
Rooney, Thomas J.	0	Africa|Congressional oversight|International affairs|Libya|Middle East|Military operations and strategy|War and emergency powers
Turner, Michael R.	0	Africa|Congressional oversight|International affairs|Libya|Middle East|Military operations and strategy|War and emergency powers
Bishop, Rob	0	Arab-Israeli relations|International affairs|Israel|Middle East|Sovereignty, recognition, national governance and status
Lewis, John	0	Commemorative events and holidays|Congress|Presidents and presidential powers|U.S. Capitol|U.S. history
Denham, Jeff	0	Aviation and airports|Military personnel and dependents|Transportation and public works|User charges and fees
Rogers, Mike J.	0	Michigan|Monuments and memorials|Public lands and natural resources|Railroads
Goodlatte, Bob	0	Commemorative events and holidays|Parks, recreation areas, trails|Public lands and natural resources|Virginia
Moran, James P.	0	Advisory bodies|Arts, culture, religion|Government studies and investigations|Museums, exhibitions, cultural centers|Racial and ethnic relations|U.S. history
Ellison, Keith	0	Social security and elderly assistance|Social welfare
Payne, Donald M.	0	Africa|Conflicts and wars|Congressional tributes|Diplomacy, foreign officials, Americans abroad|Europe|European Union|Foreign aid and international relief|Human rights|International affairs|International law and treaties|International organizations and cooperation|Norway|Political movements and philosophies|South Sudan|Sovereignty, recognition, national governance and status|Sudan|Terrorism|United Nations
Fattah, Chaka	0	Commemorative events and holidays|Congress|Congressional tributes|Monuments and memorials|Racial and ethnic relations|U.S. Capitol
Norton, Eleanor Holmes	0	Congress|Disability and paralysis|Olympic games|Outdoor recreation|U.S. Capitol
Nadler, Jerrold	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Presidents and presidential powers
Nadler, Jerrold	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Presidents and presidential powers
Emerson, Jo Ann	0	Government buildings, facilities, and property|Government operations and politics|Postal service|Rural conditions and development|Small towns
Sessions, Pete	0	Budget deficits and national debt|Congress
Brady, Robert A.	0	Athletes|Commemorative events and holidays|Postal service|Sports and recreation
Conyers, John, Jr.	0	Budget deficits and national debt|Economics and public finance|Medicaid|Medicare|Social security and elderly assistance
Lujan, Ben Ray	0	Afghanistan|Armed forces and national security|Asia|Congressional tributes|Military operations and strategy|Military personnel and dependents
Poe, Ted	0	Congress|Congressional operations and organization|Presidents and presidential powers
Hastings, Alcee L.	0	Africa|Alliances|Foreign and international banking|International affairs|Libya|Middle East|Military operations and strategy|Reconstruction and stabilization
Mack, Connie	0	Department of the Treasury|Federal officials|Government operations and politics
Garrett, Scott	0	Asia|International affairs|International organizations and cooperation|Taiwan|United Nations
Davis, Danny K.	0	Blood and blood diseases|Commemorative events and holidays|Education of the disadvantaged|Educational technology and distance education|Elementary and secondary education|Health|Hereditary and development disorders|Teaching, teachers, curricula
Hastings, Alcee L.	0	Africa|Alliances|Foreign and international banking|International affairs|Libya|Middle East|Military operations and strategy|Reconstruction and stabilization
Serrano, Jose E.	0	Alaska Natives and Hawaiians|Computers and information technology|Education|Foreign language and bilingual programs|Government operations and politics|Historical and cultural resources|Indian social and development programs|Language arts
Johnson, Timothy V.	0	Africa|Alliances|Government studies and investigations|Human rights|International affairs|International organizations and cooperation|Libya|Middle East|Racial and ethnic relations|United Nations
Rogers, Harold	0	Appropriations|Congress|Disaster relief and insurance
Schilling, Robert T.	0	Budget process|Congress|Congressional operations and organization|Executive agency funding and structure|Legislative rules and procedure
Rogers, Harold	0	Appropriations|Congress|Government employee pay, benefits, personnel management|Postal service|U.S. Postal Service
Lee, Barbara	0	Air quality|Climate change and greenhouse gases|Environmental protection|Women's employment|Women's health|Women's rights
Baldwin, Tammy	0	Civil actions and liability|Crime victims|Criminal investigation, prosecution, interrogation|Fraud offenses and financial crimes|Government studies and investigations|Housing and community development|Housing finance and home ownership
Issa, Darrell E.	0	Congress|Government employee pay, benefits, personnel management|National symbols
Bilirakis, Gus M.	0	Armed forces and national security|District of Columbia|Military personnel and dependents|Monuments and memorials|Veterans' organizations and recognition
Johnson, Eddie Bernice	0	Armed forces and national security|Congressional tributes|Health personnel|Military medicine|Military personnel and dependents|Nursing|Racial and ethnic relations
Hall, Ralph M.	0	Alliances|Asia|Commemorative events and holidays|Conflicts and wars|Congressional tributes|Free trade and trade barriers|Hawaii|International affairs|International organizations and cooperation|Japan|Military history|Military personnel and dependents|Terrorism
Loebsack, David	0	Afghanistan|Armed forces and national security|Asia|Congressional tributes|Military operations and strategy|Military personnel and dependents
Harper, Gregg	0	Congress|Constitution and constitutional amendments|Government information and archives
Murphy, Christopher S.	0	Disability and paralysis|Government buildings, facilities, and property|Government operations and politics|Postal service
McKeon, Howard P. "Buck"	0	Congress|Military personnel and dependents|Wages and earnings
Shuster, Bill	0	Congress|Hazardous wastes and toxic substances|Oil and gas|Pipelines|Transportation safety and security
Rogers, Harold	0	Appropriations|Congress|Disaster relief and insurance
Latham, Tom	0	Administrative law and regulatory procedures|Department of Labor|Family relationships|Labor and employment|Labor standards|Migrant, seasonal, agricultural labor|Youth employment and child labor
Reed, Tom	0	Congress|Congressional operations and organization|Presidents and presidential powers
Ros-Lehtinen, Ileana	0	Asia|Belarus|Burma|Caribbean area|China|Congressional tributes|Cuba|Czech Republic|Diplomacy, foreign officials, Americans abroad|Europe|Human rights|International affairs|Iran|Latin America|Middle East|Political movements and philosophies|World history
Jenkins, Lynn	0	Appropriations|Congressional-executive branch relations|Constitution and constitutional amendments|Law|Presidents and presidential powers
Lewis, John	0	Commemorative events and holidays|Congress|Employment discrimination and employee rights|Racial and ethnic relations|U.S. Capitol|U.S. history
Goodlatte, Bob	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Cuellar, Henry	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Legislative rules and procedure
Kucinich, Dennis J.	0	Congressional elections|Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics|State and local government operations
Ribble, Reid J.	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Chabot, Steve	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Legislative rules and procedure
Gingrey, Phil	0	Administrative law and regulatory procedures|Congressional oversight|Labor and employment|Labor-management relations|National Labor Relations Board (NLRB)
Alexander, Rodney	0	Administrative law and regulatory procedures|Congressional oversight|Department of Labor|Foreign labor|Labor and employment|Temporary and part-time employment|Visas and passports
Ribble, Reid J.	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Franks, Trent	0	Constitution and constitutional amendments|Crime and law enforcement|Crime victims|Criminal procedure and sentencing|Judicial procedure and administration
Franks, Trent	0	Constitution and constitutional amendments|Elementary and secondary education|Families|Family relationships|International law and treaties
Canseco, Francisco "Quico"	0	Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Congressional oversight|Department of the Treasury|Finance and financial sector|Foreign and international banking|Interest, dividends, interest rates|Internal Revenue Service (IRS)|Tax administration and collection, taxpayers
Crowley, Joseph	0	Asia|Burma|Foreign trade and international finance|Human rights|Sanctions|Trade restrictions
Broun, Paul C.	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Franks, Trent	0	Child care and development|Constitution and constitutional amendments|Elementary and secondary education|Families|Family relationships|International law and treaties
Schiff, Adam B.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|First Amendment rights|Government operations and politics|Political advertising
DesJarlais, Scott	0	Administrative law and regulatory procedures|Congressional oversight|Department of the Treasury|Health care costs and insurance|Income tax credits|Internal Revenue Service (IRS)|Taxation
Canseco, Francisco "Quico"	0	Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Congressional oversight|Department of the Treasury|Finance and financial sector|Foreign and international banking|Interest, dividends, interest rates|Internal Revenue Service (IRS)|Tax administration and collection, taxpayers
Quayle, Benjamin	0	Constitution and constitutional amendments|Judicial procedure and administration|Tax administration and collection, taxpayers|Taxation
Larson, John B.	0	Advisory bodies|Child care and development|Families|Policy sciences|Youth employment and child labor
Roby, Martha	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance
Rogers, Harold	1	Appropriations|Border security and unlawful immigration|Budget process|Central Intelligence Agency (CIA)|Commodity Futures Trading Commission|Computer security and identity theft|Congressional agencies|Congressional oversight|Corporation for National and Community Service|Corporation for Public Broadcasting|Customs enforcement|Defense spending|Department of Agriculture|Department of Commerce|Department of Defense|Department of Education|Department of Energy|Department of Health and Human Services|Department of Homeland Security|Department of Housing and Urban Development|Department of Justice|Department of Labor|Department of State|Department of Transportation|Department of Veterans Affairs|Department of the Interior|Department of the Treasury|Disaster relief and insurance|District of Columbia|Economics and public finance|Education of the disadvantaged|Elementary and secondary education|Energy assistance for the poor and aged|Environmental Protection Agency (EPA)|Executive Office of the President|Executive agency funding and structure|Federal Communications Commission (FCC)|Fires|Food and Drug Administration (FDA)|Food assistance and relief|Foreign language and bilingual programs|General Services Administration|Government employee pay, benefits, personnel management|Government information and archives|Government lending and loan guarantees|Hazardous wastes and toxic substances|House of Representatives|Members of Congress|Military facilities and property|Military operations and strategy|Military procurement, research, weapons development|National Aeronautics and Space Administration|National Archives and Records Administration|National Guard and reserves|National Science Foundation|New Jersey|Nuclear weapons|Office of Government Ethics|Office of Personnel Management (OPM)|Public transit|Refugees, asylum, displaced persons|Rural conditions and development|Securities and Exchange Commission (SEC)|Small Business Administration|Small business|Smithsonian Institution|Social Security Administration|Spacecraft and satellites|Special education|State and local finance|Teaching, teachers, curricula|Terrorism|Transportation programs funding|Transportation safety and security|U.S. Agency for International Development (USAID)
Camp, Dave	0	Administrative law and regulatory procedures|Congressional oversight|Department of Health and Human Services|Poverty and welfare assistance|Social welfare
Jackson Lee, Sheila	0	Arts, culture, religion|Commemorative events and holidays|Music|Religion
Jackson Lee, Sheila	0	Crimes against women|Criminal investigation, prosecution, interrogation|Domestic violence and child abuse|Foreign aid and international relief|Human rights|Human trafficking|International affairs|Property rights|Religion|Sex, gender, sexual orientation discrimination|Violent crime|Women's education|Women's employment|Women's health|Women's rights
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
Israel, Steve	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics
Denham, Jeff	1	Congress|Congressional operations and organization|Elections, voting, political campaign regulation|Presidents and presidential powers
Emerson, Jo Ann	0	Constitution and constitutional amendments|First Amendment rights|Government operations and politics|National symbols
Emerson, Jo Ann	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Platts, Todd Russell	0	Budget process|Constitution and constitutional amendments|Economics and public finance|Executive agency funding and structure|General taxation matters|Presidents and presidential powers
King, Steve	0	Constitution and constitutional amendments|General taxation matters|Taxation
Serrano, Jose E.	0	Constitution and constitutional amendments|Government operations and politics|Presidents and presidential powers
Terry, Lee	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Carter, John R.	0	Administrative law and regulatory procedures|Comprehensive health care|Congressional oversight|Corporate finance and management|Department of Health and Human Services|Health|Health care costs and insurance|Health care coverage and access
Goodlatte, Bob	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Platts, Todd Russell	0	Congress|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Carter, John R.	0	Administrative law and regulatory procedures|Air quality|Congressional oversight|Environmental Protection Agency (EPA)|Environmental protection|Environmental regulatory procedures|Industrial facilities|Licensing and registrations|State and local government operations
Turner, Michael R.	0	Constitution and constitutional amendments|Corporate finance and management|Government buildings, facilities, and property|Government operations and politics|Securities
Schweikert, David	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates
Neugebauer, Randy	0	Constitution and constitutional amendments|General taxation matters|Income tax rates|Taxation
Christensen, Donna M.	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Elections, voting, political campaign regulation|U.S. territories and protectorates|Voting rights
Rohrabacher, Dana	0	Congress|Congressional elections|Congressional operations and organization|Constitution and constitutional amendments|Legislative rules and procedure|Members of Congress
Stearns, Cliff	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Government buildings, facilities, and property|Religion
Jackson, Jesse L., Jr.	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Elections, voting, political campaign regulation|Voting rights
Jackson, Jesse L., Jr.	0	Constitution and constitutional amendments|Education|Elementary and secondary education|Higher education
Fleming, John	0	Constitution and constitutional amendments|Elementary and secondary education|Families|Family relationships|International law and treaties
Jackson, Jesse L., Jr.	0	Constitution and constitutional amendments|Health|Health care coverage and access|Health care quality
Jackson, Jesse L., Jr.	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Sex and reproductive health|Sex, gender, sexual orientation discrimination|Women's rights
Jackson, Jesse L., Jr.	0	Constitution and constitutional amendments|Housing and community development|Housing supply and affordability
Jackson, Jesse L., Jr.	0	Constitution and constitutional amendments|Environmental health|Environmental protection
Jackson, Jesse L., Jr.	0	Constitution and constitutional amendments|Tax administration and collection, taxpayers|Taxation
Jackson, Jesse L., Jr.	0	Constitution and constitutional amendments|Employment discrimination and employee rights|Labor and employment|Labor-management relations|Wages and earnings
Jackson, Jesse L., Jr.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics|Presidents and presidential powers
Walden, Greg	0	Administrative law and regulatory procedures|Federal Communications Commission (FCC)|Internet and video services|Science, technology, communications
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
Buchanan, Vern	0	Budget deficits and national debt|Constitution and constitutional amendments|Disaster relief and insurance|Economics and public finance|Income tax rates|Legislative rules and procedure
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
DeFazio, Peter A.	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates
