Culberson, John Abney	0	Congress|Congressional operations and organization|House of Representatives|Senate
Christensen, Donna M.	0	Climate change and greenhouse gases|Ecology|Historical and cultural resources|Marine and coastal resources, fisheries|Outdoor recreation|Public lands and natural resources|Wilderness and natural areas, wildlife refuges, wild rivers, habitats|Wildlife conservation and habitat protection
Grimm, Michael G.	0	Commemorative events and holidays|Congress|Crime victims|Religion|U.S. Capitol|War crimes, genocide, crimes against humanity
Sessions, Pete	0	Congress|Congressional operations and organization
Conaway, K. Michael	0	Broadcasting, cable, digital technologies|Music|Science, technology, communications|Sound recording|Tax administration and collection, taxpayers|Telecommunication rates and fees|User charges and fees
Fudge, Marcia L.	0	Civil rights and liberties, minority issues|Commemorative events and holidays|Voting rights
Barletta, Lou	0	Commemorative events and holidays|Congress|Law enforcement officers|U.S. Capitol
Hoyer, Steny H.	0	Congress|Games and hobbies|Outdoor recreation|U.S. Capitol
Jackson Lee, Sheila	0	Congress|Food assistance and relief|Foreign aid and international relief|House of Representatives|Members of Congress|Postal service|Texas
Holt, Rush	0	Congress|Congressional tributes|Foreign aid and international relief|Foreign loans and debt|Poverty and welfare assistance|Small business|U.S. Capitol
King, Peter T.	0	Athletes|Congressional tributes|Crime and law enforcement|Criminal investigation, prosecution, interrogation|Criminal procedure and sentencing|Presidents and presidential powers|Professional sports|Racial and ethnic relations|U.S. history
Holt, Rush	0	Congress|Congressional tributes|Foreign aid and international relief|Foreign loans and debt|Poverty and welfare assistance|Small business|U.S. Capitol
Kelly, Mike	0	Arms control and nonproliferation|Congressional oversight|Firearms and explosives|International affairs|International law and treaties|Military assistance, sales, and agreements|Trade agreements and negotiations
Scalise, Steve	0	Climate change and greenhouse gases|Energy prices|Oil and gas|Sales and excise taxes|Taxation|User charges and fees
Ryan, Paul	0	Accounting and auditing|Appropriations|Budget deficits and national debt|Budget process|Comprehensive health care|Congressional officers and employees|Corporate finance and management|Defense spending|Economic performance and conditions|Economics and public finance|Education programs funding|Elementary and secondary education|Executive agency funding and structure|Food assistance and relief|Government employee pay, benefits, personnel management|Government lending and loan guarantees|Government trust funds|Health care costs and insurance|Health care coverage and access|Higher education|House of Representatives|Housing finance and home ownership|Income tax rates|Inflation and prices|Legislative rules and procedure|Medicaid|Medicare|Members of Congress|Military operations and strategy|Poverty and welfare assistance|Roads and highways|Rural conditions and development|Separation, divorce, custody, support|Social Security Administration|Social security and elderly assistance|Student aid and college costs|Tax reform and tax simplification|Terrorism|Trade agreements and negotiations|Transportation programs funding|U.S. Postal Service|Veterans' medical care
Hunter, Duncan D.	0	Armed forces and national security|Conflicts and wars|Congressional tributes|Iraq|Middle East|Military operations and strategy|Military personnel and dependents
Moran, James P.	0	Advisory bodies|Government studies and investigations|Immigration|Museums, exhibitions, cultural centers|Racial and ethnic relations
Frankel, Lois	0	Civil rights and liberties, minority issues|Commemorative events and holidays|Sex, gender, sexual orientation discrimination|Wages and earnings|Women's employment
McCaul, Michael T.	0	Asia|China|Diplomacy, foreign officials, Americans abroad|International affairs|International organizations and cooperation|Sovereignty, recognition, national governance and status|Taiwan|United Nations
Jones, Walter B., Jr.	0	Armed forces and national security|Congressional oversight|Congressional-executive branch relations|Constitution and constitutional amendments|Presidents and presidential powers|War and emergency powers
Radel, Trey	0	Alliances|Arab-Israeli relations|Commemorative events and holidays|Congressional tributes|Diplomacy, foreign officials, Americans abroad|Homeland security|International affairs|Israel|Middle East|Military assistance, sales, and agreements|Sovereignty, recognition, national governance and status
Runyan, Jon	0	Digestive and metabolic diseases|Health|Medical research|Medical tests and diagnostic methods|Neurological disorders
Barletta, Lou	0	Congress|Law enforcement officers|Museums, exhibitions, cultural centers|U.S. Capitol
Engel, Eliot L.	0	Assault and harassment offenses|Commemorative events and holidays|Education|Elementary and secondary education|Higher education|Sex, gender, sexual orientation discrimination|State and local government operations|Teaching, teachers, curricula
Cicilline, David N.	0	Inflation and prices|Social security and elderly assistance|Social welfare
Crenshaw, Ander	0	Africa|Child health|Commemorative events and holidays|Congressional tributes|Foreign aid and international relief|HIV/AIDS|Health programs administration and funding|Health promotion and preventive care|Immunology and vaccination|Infectious and parasitic diseases|International affairs|Public-private cooperation|Women's health|World health
Lee, Barbara	0	Air quality|Climate change and greenhouse gases|Environmental protection|Women's education|Women's employment|Women's health|Women's rights
Higgins, Brian	0	Armed forces and national security|Cemeteries and funerals|Congressional tributes|Military history|Military personnel and dependents|Monuments and memorials|Virginia
Christensen, Donna M.	0	Caribbean area|Commemorative events and holidays|Denmark|Diplomacy, foreign officials, Americans abroad|Europe|Government information and archives|Government operations and politics|Historical and cultural resources|Sovereignty, recognition, national governance and status|U.S. history|Virgin Islands
Yoho, Ted S.	0	Agricultural prices, subsidies, credit|Agricultural trade|Congressional oversight|Foreign trade and international finance|Free trade and trade barriers|Trade agreements and negotiations
Miller, Gary G.	0	Housing finance and home ownership|Income tax deductions|Interest, dividends, interest rates|Taxation
Jones, Walter B., Jr.	0	Appropriations|Armed forces and national security|Conflicts and wars|Congressional oversight|Constitution and constitutional amendments|Middle East|Presidents and presidential powers|Syria|War and emergency powers
Rangel, Charles B.	0	Alliances|Arms control and nonproliferation|Asia|Conflicts and wars|Congressional tributes|Diplomacy, foreign officials, Americans abroad|International affairs|International law and treaties|Military history|Military personnel and dependents|North Korea|Nuclear weapons|South Korea|Veterans' organizations and recognition
Conyers, John, Jr.	0	Commemorative events and holidays|Commerce|Congressional tributes|Manufacturing|Michigan|Motor vehicles
Waters, Maxine	0	Africa|Commemorative events and holidays|Congress|Congressional tributes|Human rights|Racial and ethnic relations|South Africa|U.S. Capitol
Norton, Eleanor Holmes	0	Athletes|Congress|Congressional tributes|Disability and paralysis|Olympic games|Outdoor recreation|U.S. Capitol
Garrett, Scott	0	Comprehensive health care|Congressional-executive branch relations|Constitution and constitutional amendments|Employee benefits and pensions|Health|Health care costs and insurance|Health care coverage and access|Presidents and presidential powers
Andrews, Robert E.	0	Asia|Detention of persons|Health care coverage and access|Human rights|International affairs|Taiwan
Larsen, Rick	0	Asia|Elections, voting, political campaign regulation|Foreign aid and international relief|Human rights|International affairs|Nepal|Sovereignty, recognition, national governance and status
Wilson, Joe	0	Commemorative events and holidays|Congressional tributes|Diplomacy, foreign officials, Americans abroad|Government buildings, facilities, and property|Human rights|International affairs|Israel|Middle East|Racial and ethnic relations|Religion|Sovereignty, recognition, national governance and status
Brady, Robert A.	0	Business ethics|Civil rights and liberties, minority issues|Human rights|Postal service
Walz, Timothy J.	0	Commemorative events and holidays|Congress|Lakes and rivers|Mississippi River|U.S. Capitol
Camp, Dave	0	Michigan|Monuments and memorials|Museums, exhibitions, cultural centers|Public lands and natural resources|Railroads
Smith, Christopher H.	0	Chemical and biological weapons|Conflicts and wars|Criminal investigation, prosecution, interrogation|Diplomacy, foreign officials, Americans abroad|Human rights|International affairs|Middle East|Sovereignty, recognition, national governance and status|Syria|United Nations|War crimes, genocide, crimes against humanity
Ribble, Reid J.	0	Motor carriers|Motor vehicles|Retail and wholesale trades|Sales and excise taxes|Taxation
Lee, Barbara	0	Arms control and nonproliferation|Chemical and biological weapons|Criminal investigation, prosecution, interrogation|Diplomacy, foreign officials, Americans abroad|Foreign aid and international relief|Human rights|International affairs|International law and treaties|International organizations and cooperation|Middle East|Military operations and strategy|Sanctions|Specialized courts|Syria|United Nations|War and emergency powers|War crimes, genocide, crimes against humanity
Graves, Tom	0	Appropriations|Congress
Garrett, Scott	0	Asia|International affairs|International organizations and cooperation|Taiwan|United Nations
Aderholt, Robert B.	0	Congressional tributes|Dams and canals|Government buildings, facilities, and property|Marine and inland water transportation|Transportation and public works
Rahall, Nick J., II	0	Administrative law and regulatory procedures|Air quality|Climate change and greenhouse gases|Electric power generation and transmission|Environmental Protection Agency (EPA)|Environmental protection|Environmental regulatory procedures|Public utilities and utility rates
Collins, Doug	0	Appropriations|Armed forces and national security|Defense spending|Department of Defense|Executive agency funding and structure|First Amendment rights|Military personnel and dependents|Religion
Capito, Shelley Moore	0	Administrative law and regulatory procedures|Air quality|Climate change and greenhouse gases|Coal|Colorado|Electric power generation and transmission|Environmental Protection Agency (EPA)|Environmental protection|Environmental regulatory procedures|Executive agency funding and structure|Government employee pay, benefits, personnel management|Indiana|Iowa|Kansas|Kentucky|Missouri|Montana|Nebraska|New Mexico|North Dakota|Ohio|Public participation and lobbying|Public utilities and utility rates|Transportation costs|Utah|West Virginia|Wisconsin|Wyoming
Kaptur, Marcy	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Law|Supreme Court
Waters, Maxine	0	Appropriations|Bank accounts, deposits, capital|Consumer credit|Executive agency funding and structure|Finance and financial sector|Government employee pay, benefits, personnel management
Bishop, Timothy H.	0	Criminal investigation, prosecution, interrogation|Diplomacy, foreign officials, Americans abroad|Europe|International affairs|Serbia|Violent crime|War crimes, genocide, crimes against humanity
Woodall, Rob	0	Congress|Congressional operations and organization|House of Representatives
Kirkpatrick, Ann	0	Armed forces and national security|Commemorative events and holidays|Federal-Indian relations|Military history|Military personnel and dependents|Veterans' organizations and recognition
Beatty, Joyce	0	Commemorative events and holidays|Health|Health promotion and preventive care|Mental health|Military medicine|Military personnel and dependents|Veterans' medical care
Calvert, Ken	0	Armed forces and national security|Commemorative events and holidays|Congressional tributes|Military personnel and dependents
Reichert, David G.	0	Child safety and welfare|Crime and law enforcement|Crime prevention|Crime victims|Crimes against children|Crimes against women|Criminal investigation, prosecution, interrogation|Domestic violence and child abuse|Emergency medical services and trauma care|Human trafficking|Sex offenses
Esty, Elizabeth H.	0	Disability and health-based discrimination|Disability and paralysis|Government buildings, facilities, and property|Government operations and politics|Postal service
Gerlach, Jim	0	Armed forces and national security|Belgium|Conflicts and wars|Congressional tributes|Europe|Germany|Government information and archives|Military history|Military personnel and dependents|War crimes, genocide, crimes against humanity
Speier, Jackie	0	Child care and development|Child health|Health|Mental health|Sex, gender, sexual orientation discrimination
Lee, Barbara	0	Foreign aid and international relief|International affairs
Nolan, Richard M.	0	Commemorative events and holidays|Congressional tributes|Foreign aid and international relief|International affairs|International organizations and cooperation|Peace Corps|Public-private cooperation|Religion|Social work, volunteer service, charitable organizations
McKeon, Howard P. "Buck"	0	Congress|Defense spending|Department of Defense|Department of Energy|Executive agency funding and structure
Ryan, Paul	0	Appropriations|Budget process|Congress
Davis, Susan A.	0	Arts, culture, religion|California|Commemorative events and holidays|Dams and canals|Latin America|Museums, exhibitions, cultural centers|Panama|Panama Canal|Postal service
Rogers, Harold	0	Appropriations|Economics and public finance
Cantor, Eric	0	Congress|Congressional operations and organization|Presidents and presidential powers
Holt, Rush	0	Commemorative events and holidays|Congressional tributes|Employment and training programs|Government employee pay, benefits, personnel management|Policy sciences|Science and engineering education|Science, technology, communications
Duffy, Sean P.	0	Department of State|Diplomacy, foreign officials, Americans abroad|Europe|Government buildings, facilities, and property|International affairs|Italy|Religion|Vatican City
Beatty, Joyce	0	Armed forces and national security|Congressional tributes|Minority health|Racial and ethnic relations|Veterans' medical care|Veterans' organizations and recognition
Jenkins, Lynn	0	Commemorative events and holidays|Congressional tributes|Government operations and politics|Kansas|Racial and ethnic relations|State and local government operations|U.S. history
McKinley, David B.	0	Climate change and greenhouse gases|Coal|Electric power generation and transmission|Energy prices|Motor fuels|Oil and gas|Sales and excise taxes|Taxation|User charges and fees
Quigley, Mike	0	Blood and blood diseases|Commemorative events and holidays|Congressional tributes|Health|Organ and tissue donation and transplantation|Social work, volunteer service, charitable organizations
Harper, Gregg	0	Congress|Inflation and prices|Military personnel and dependents|Veterans' pensions and compensation
Harper, Gregg	0	Budget deficits and national debt|Congress
Gabbard, Tulsi	0	Commemorative events and holidays|Congress|Congressional tributes|Hawaii|U.S. Capitol
Green, Al	0	Civil rights and liberties, minority issues|Commemorative events and holidays|Congressional tributes|Racial and ethnic relations
Beatty, Joyce	0	Armed forces and national security|Military history|Military personnel and dependents|Postal service|Racial and ethnic relations|Veterans' organizations and recognition
Scott, Austin	0	Agricultural education|Agriculture and food|Congressional tributes|Elementary and secondary education|Higher education|Intergovernmental relations|Social work, volunteer service, charitable organizations|Teaching, teachers, curricula
Benishek, Dan	0	Commemorative events and holidays|Government operations and politics|Music|National symbols
Hoyer, Steny H.	0	Congress|Games and hobbies|Outdoor recreation|U.S. Capitol
Meadows, Mark	0	Commemorative events and holidays|Congressional tributes|Emergency management|First responders and emergency personnel|Law enforcement officers
Rigell, E. Scott	0	Budget process|Congress|Congressional operations and organization|Executive agency funding and structure|Legislative rules and procedure
Meehan, Patrick	0	Commemorative events and holidays|Congress|Crime victims|Religion|U.S. Capitol|War crimes, genocide, crimes against humanity
Rangel, Charles B.	0	Asia|Family relationships|Human rights|International affairs|North Korea|South Korea
Barletta, Lou	0	Congress|Law enforcement officers|Military personnel and dependents|Museums, exhibitions, cultural centers|U.S. Capitol|Wages and earnings
Grimm, Michael G.	0	Congress|Disaster relief and insurance|Floods and storm protection
Rogers, Mike D.	0	Arms control and nonproliferation|International affairs|International law and treaties|Nuclear weapons|Russia
Hudson, Richard	0	Agricultural conservation and pollution|Land use and conservation|Public lands and natural resources
Ryan, Paul	0	Administrative law and regulatory procedures|Appropriations|Budget deficits and national debt|Budget process|Comprehensive health care|Congressional officers and employees|Defense spending|Department of Defense|Economic performance and conditions|Economics and public finance|Education programs funding|Employment and training programs|Executive agency funding and structure|Food assistance and relief|Government employee pay, benefits, personnel management|Government trust funds|Health care costs and insurance|Health care coverage and access|Higher education|House of Representatives|Income tax rates|Legislative rules and procedure|Medicaid|Medicare|Members of Congress|Military operations and strategy|Poverty and welfare assistance|Roads and highways|Rural conditions and development|Social Security Administration|Social security and elderly assistance|Student aid and college costs|Tax reform and tax simplification|Terrorism|Trade agreements and negotiations|Transportation programs funding|U.S. Postal Service|Veterans' education, employment, rehabilitation|Veterans' loans, housing, homeless programs|Veterans' medical care|Veterans' pensions and compensation|Vocational and technical education
Terry, Lee	0	Adult day care|Aging|Congressional tributes|Health|Health care costs and insurance|Health care coverage and access|Health personnel|Health programs administration and funding|Health promotion and preventive care|Home and outpatient care|Medical education
Farenthold, Blake	0	Armed forces and national security|Department of Veterans Affairs|Federal officials|Government employee pay, benefits, personnel management|Government ethics and transparency, public corruption|Health care quality|Veterans' medical care
Perlmutter, Ed	0	Asia|Commemorative events and holidays|Conflicts and wars|International affairs|Laos
Goodlatte, Bob	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Schweikert, David	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Miller, George	0	Appropriations|Budget deficits and national debt|Congressional oversight|Economics and public finance|Executive agency funding and structure
Palazzo, Steven M.	0	Congress|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
Bridenstine, Jim	0	Constitution and constitutional amendments|Tax administration and collection, taxpayers|Taxation
Miller, Jeff	1	Citizenship and naturalization|Conflicts and wars|Congressional tributes|Europe|Immigration|Military history|Military personnel and dependents|Spain|United Kingdom
Rogers, Harold	1	Appropriations|Economics and public finance|Executive agency funding and structure
Yarmuth, John A.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|First Amendment rights|Government operations and politics|Political advertising
Mulvaney, Mick	0	Congress|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Royce, Edward R.	0	Asia|Congressional oversight|International affairs|International law and treaties|International organizations and cooperation|Nuclear power|Taiwan
Terry, Lee	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Lankford, James	0	Advisory bodies|Congressional oversight|Health|Health care costs and insurance|Health programs administration and funding|Insurance industry and regulation|Intergovernmental relations|State and local government operations
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
Royce, Edward R.	0	Arms control and nonproliferation|Energy research|International affairs|International organizations and cooperation|Nuclear power|Trade agreements and negotiations
Speier, Jackie	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Due process and equal protection|Sex, gender, sexual orientation discrimination|Women's rights
Larson, John B.	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress
Bishop, Rob	0	Administrative law and regulatory procedures|Constitution and constitutional amendments|Government operations and politics|Intergovernmental relations|State and local government operations
Kinzinger, Adam	0	Asia|Congressional oversight|International affairs|International law and treaties|International organizations and cooperation|Nuclear power|Vietnam
Johnson, Sam	0	Federal officials|Government operations and politics|Museums, exhibitions, cultural centers|Smithsonian Institution
McKinley, David B.	0	Administrative law and regulatory procedures|Civil actions and liability|Congressional oversight|Debt collection|Environmental Protection Agency (EPA)|Government operations and politics|Tax administration and collection, taxpayers|Wages and earnings
Deutch, Theodore E.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics|State and local government operations
Kaptur, Marcy	0	Congressional elections|Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics|Political advertising|State and local government operations
Butterfield, G. K.	1	Conflicts and wars|District of Columbia|Monuments and memorials|Public lands and natural resources|Racial and ethnic relations|U.S. history
Carney, John C., Jr.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics|Political advertising
Marino, Tom	0	Congress|Constitution and constitutional amendments|Legislative rules and procedure
Issa, Darrell E.	0	Alliances|Conflicts and wars|Congressional oversight|International affairs|Iraq|Middle East|Military operations and strategy|Presidents and presidential powers|Terrorism|War and emergency powers
Rogers, Harold	1	Africa|Alliances|Appropriations|Army Corps of Engineers|Border security and unlawful immigration|Centers for Disease Control and Prevention (CDC)|Conflicts and wars|Congressional agencies|Congressional officers and employees|Congressional operations and organization|Congressional oversight|Customs enforcement|Defense spending|Department of Agriculture|Department of Commerce|Department of Defense|Department of Education|Department of Health and Human Services|Department of Homeland Security|Department of Housing and Urban Development|Department of Justice|Department of Labor|Department of State|Department of Transportation|Department of Veterans Affairs|Department of the Interior|Department of the Treasury|District of Columbia|Economics and public finance|Education programs funding|Energy assistance for the poor and aged|Environmental Protection Agency (EPA)|Europe|Executive Office of the President|Executive agency funding and structure|Export-Import Bank of the United States|Federal appellate courts|Federal district courts|Floods and storm protection|Food and Drug Administration (FDA)|Foreign aid and international relief|General agriculture matters|Government corporations and government-sponsored enterprises|House of Representatives|Housing and community development funding|Immigration status and procedures|Infectious and parasitic diseases|Internal Revenue Service (IRS)|Internet and video services|Iraq|Judicial procedure and administration|Lakes and rivers|Marine and coastal resources, fisheries|Middle East|Military assistance, sales, and agreements|Military education and training|Military facilities and property|Military operations and strategy|Mississippi River|Refugees, asylum, displaced persons|Rural conditions and development|Russia|Sales and excise taxes|Senate|State and local finance|State and local taxation|Supreme Court|Syria|Tax administration and collection, taxpayers|Terrorism|Transportation programs funding|U.S. Commission on International Religious Freedom|Ukraine|Water resources funding|World health
Schiff, Adam B.	0	Alliances|Conflicts and wars|Congressional oversight|International affairs|Iraq|Middle East|Military assistance, sales, and agreements|Military education and training|Military operations and strategy|Presidents and presidential powers|Syria|Terrorism|War and emergency powers
Crawford, Eric A. "Rick"	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance|Legislative rules and procedure|Medicaid|Medicare|Poverty and welfare assistance|Social security and elderly assistance
Gohmert, Louie	0	Conflicts and wars|Congressional oversight|International affairs|Iraq|Middle East|Presidents and presidential powers|Syria|Terrorism|War and emergency powers
Larson, John B.	0	Alliances|Conflicts and wars|Congressional oversight|Diplomacy, foreign officials, Americans abroad|International affairs|Iraq|Legislative rules and procedure|Middle East|Military operations and strategy|Presidents and presidential powers|Religion|Terrorism|United Nations|War and emergency powers
McCarthy, Kevin	1	Congress|Congressional operations and organization
Kaptur, Marcy	0	Congressional elections|Constitution and constitutional amendments|Corporate finance and management|Elections, voting, political campaign regulation|First Amendment rights|Government operations and politics|Political advertising
Rogers, Harold	1	Appropriations|Economics and public finance|Executive agency funding and structure
Rogers, Harold	1	Appropriations|Economics and public finance|Executive agency funding and structure
Kaptur, Marcy	0	Congressional elections|Constitution and constitutional amendments|Corporate finance and management|Elections, voting, political campaign regulation|First Amendment rights|Government operations and politics|Political advertising|State and local government operations
Serrano, Jose E.	0	Constitution and constitutional amendments|Government operations and politics|Presidents and presidential powers
King, Steve	0	Constitution and constitutional amendments|General taxation matters|Taxation
Roby, Martha	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance
Emerson, Jo Ann	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Emerson, Jo Ann	0	Constitution and constitutional amendments|First Amendment rights|Government operations and politics|National symbols
Goodlatte, Bob	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
McGovern, James P.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics|State and local government operations
McGovern, James P.	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Corporate finance and management|Elections, voting, political campaign regulation|First Amendment rights|Political advertising
Harris, Andy	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Duffy, Sean P.	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Amash, Justin	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Legislative rules and procedure
Edwards, Donna F.	0	Constitution and constitutional amendments|Corporate finance and management|Elections, voting, political campaign regulation|Government operations and politics|Political advertising
Barr, Andy	0	Congress|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Bentivolio, Kerry L.	0	Constitution and constitutional amendments|Health care costs and insurance|Health care coverage and access|Tax administration and collection, taxpayers|Taxation
Palazzo, Steven M.	0	Constitution and constitutional amendments|Health care costs and insurance|Health care coverage and access|Tax administration and collection, taxpayers|Taxation
Nolan, Richard M.	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Corporate finance and management|Elections, voting, political campaign regulation|First Amendment rights|Political advertising
Jackson Lee, Sheila	0	Arts, culture, religion|Commemorative events and holidays|Music|Religion
Price, Tom	0	Congress|Congressional elections|Constitution and constitutional amendments|Members of Congress
Schiff, Adam B.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|First Amendment rights|Government operations and politics|Political advertising
Schrader, Kurt	0	Congressional elections|Elections, voting, political campaign regulation|First Amendment rights|Government operations and politics|Political advertising|State and local government operations
Barrow, John	0	Congress|Congressional elections|Constitution and constitutional amendments|Government employee pay, benefits, personnel management|Members of Congress
Deutch, Theodore E.	0	Constitution and constitutional amendments|Elections, voting, political campaign regulation|Government operations and politics
Broun, Paul C.	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Perry, Scott	0	Budget deficits and national debt|Budget process|Constitution and constitutional amendments|Economics and public finance|Executive agency funding and structure|Income tax rates|Legislative rules and procedure
Ribble, Reid J.	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Walorski, Jackie	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Income tax rates|Legislative rules and procedure
Neugebauer, Randy	0	Constitution and constitutional amendments|General taxation matters|Income tax rates|Taxation
Barrow, John	0	Budget deficits and national debt|Constitution and constitutional amendments|Economics and public finance|Legislative rules and procedure
Franks, Trent	0	Constitution and constitutional amendments|Crime and law enforcement|Crime victims|Criminal procedure and sentencing|Judicial procedure and administration
Salmon, Matt	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
Rahall, Nick J., II	0	Arts, culture, religion|Constitution and constitutional amendments|Elementary and secondary education|Religion
Andrews, Robert E.	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Due process and equal protection|Sex, gender, sexual orientation discrimination|Women's rights
Pocan, Mark	0	Civil rights and liberties, minority issues|Constitution and constitutional amendments|Elections, voting, political campaign regulation|Voting rights
Bridenstine, Jim	0	Congress|Congressional elections|Constitution and constitutional amendments|House of Representatives|Members of Congress|Senate
